"And Elisha prayed, and said, Lord, I pray thee, open his eyes, that he may see. And the Lord opened the eyes of the young man; and he saw: and, behold, the mountain was full of horses and chariots of fire round about Elisha.  2 Kings 6:17 King James Version (KJV)",-0.0258,0
"Sure, school doesn’t matter that much",0.34,0
From your eyes I can tell you don’t get complete sleep,0.0,0
YOU ARE AN INSPIRATION!!,0.6103,0
Blink your a goddamn psychopath,-0.4767,0
Nice lisp,0.4215,0
Thank you for your videos John 🙏🏼❤️,0.3612,0
👍,0.0,0
U are one heck of a 19 yo to look up to,0.0,0
Sleep 8 hours a day.,0.0,0
How many classes do you take a semester?,0.0,0
Ok just 40 hours of commitment a week for studying.,0.5859,0
You didn't answer my question.,0.0,0
Just study 40 hrs a week. 100/100 perfect score.,0.5719,0
#6 u need to learn to blink,0.0,0
Just Subscribed and I thoroughly enjoyed the video.,0.5563,0
🔥🔥🔥,0.0,0
"6:06 that's not weird, but very natural. Originally, there was no major or departmental division in ancient years before Greek philosophy. Art, religion and science were all integrated before Leonardo da Vinci. However, there was a problem in many cases e.g. Geocentrism - religion destructed science. So, now our studies are fragmented in a way to keep its independence and depth not being contaminated by human subjectivity. There is some documentary on youtube to watch titled with ""inner worlds and outer worlds""",-0.7392,0
"John, you are an inspiration and a brilliant man. This video; well done.",0.8519,0
Could the first thing apply to middle/high school to?,0.0,0
"I love you, thank you.",0.7717,0
Blink bro blink,0.0,0
thank you for everything you do. you inspire me! i just went out and bought an hourly planner and I've been so productive. love the idea of the list with 5 values versus what you spend your time on! thanks a lot :),0.9631,0
He is blinking with his eyebrows,0.0,0
Do a book collection video please ❤️,0.3182,0
Whatever you do. Do not quit Harvard for YouTube.,0.0,0
"John,

How is your computer science major enriching your life and the lives of those around you? With the realization that school is the thing that you spend most of your time on while also being the least enriching, would you consider changing your major? 

Thanks!",0.5502,0
Why do people have such a problem with him not blinking? Is that what you got out of this video?,-0.4696,0
"I'm currently just like this, taking weird classes as an computer science student. I'm taking gelogy and it had opened my mind to other finer things in life. I felt so relatable but of crouse, John is on a whole different level in terms of academic standard and other factors. I want to be happy like this but I suck as math lol.",0.875,0
"Previously in one of the videos you said that school matters you a lot, but in this video you said the opposite of that.",0.0129,0
Have you ever felt demotivated? how do you deal with it?,0.0,2
Dude just make a video how did you secured a  admission in hardward university . Because I am a Indian so we have no vast scope to understand how to get in hardward . Pls explain me and all other friends.,0.5627,0
"The value and priority comparison is really inspiring. I went to my current high school because the vibe here is what I like. I still hold that opinion! Without them, my high school experiences won't be so great. Yeah, agree with the ""average of the 5 people who are closest to you"" theory.",0.9569,0
"Hy John!
I have a wish from me to you: can you put your videos in romanian language,because i don't know english verry well!
Please please :)
 With pleasure,me.
Thank you.",0.9258,0
I think you’ve helped me so so much in school after ur videos n I’m so grateful that ur channel exist!!❤️,0.6652,0
"You’re like the cutest nerdy boy ever, I love it❤️☺️",0.8834,0
You would be a good book writer if you ask me.,0.4404,0
Go ahed ♡,0.0,0
Why does he have a fish in his name? Would someone explain?,0.0,0
But how can I apply the fifth one? How can I surround myself with people I need? positive ones,0.6072,0
Great video,0.6249,0
Watching these harvard videos makes me a bit envious of the students there lol. Kinda wish I tried harder in highschool. I had good grades but I didn't strive for excellence. But then Idk if my studying habits are good enough for harvard. I'm just an average normal student,0.2053,0
So I just watched your video saying you're not rich. How was it socializing with the rich students there though?,-0.7048,0
"My brother Allah has blessed you with a good student life in this world for successful future
Brother now acknowledge Allah swt and also fix your successful hereafter my brother by worshipping him alone and thanking him and walking in the path of our messenger Muhammad saw.Brother Allah loves you 70 times more than your own parents and no matter whatsoever sin you must have committed it will totally be forgiven and will be replaced by good deeds now and believe me my brother after accepting Islam your happiness will be doubled and tripled infinitely this world is mere 70 years afterlife is infinite don't give up the after life by not thanking and worshipping our creator my brother
May Allah bless and forgive you(including me) brother
You can mail me at ahmednasar06@gmail.com and clear your doubts about being a Muslim I will be more than happy to help you my brother",0.991,0
I really like the way you keep track of your self growth and self awareness .. I totally agree with your last lesson:to cut our negative ppl !! Thanks for sharing your five lesson...,0.8257,0
how to study computer science??,0.0,0
"inspiring video, always deliver me some new ideas and energy.",0.5994,0
You inspired my life,0.4939,0
"I have my undergrad in nursing but I'm an Extension student taking prerequisite courses for medical school.  My jaw dropped when you said you were taking Swedish!  I've been studying Swedish for about 18 months now with a tutor on Skype a few times a week.  Even though I love Swedish, I've been struggling with how much time to devote to it since it's not one of my ""serious"" classes (or even a class at all really).  This helped to give some perspective on that.  Jag köpte en gamecube från Sverige och ett Harry Potter spel på svenska. De har varit så roliga och de har hjälpt mig att lära mig mer svenska.  Vi ses!",0.7772,0
my dude blinked 3 times in the video,0.0,1
The only reason some go to Harvard is  because they can afford the exaggerated tuition cost,-0.1027,0
"thank u, used your tips in my dream high school application.",0.5423,0
Where are you? back ground is nice,0.4215,0
"As a senior at Florida Gulf Coast University, this makes me realize that it doesn't matter whether one is in a state school or an Ivy League school. We all go through the same bullshit.",-0.5959,0
I really love how transparent you are in balancing what life offers vs. what is the purpose in life💕,0.6697,0
John you really taught me discipline by that growth diary ... Your videos are worth watching ... Thanks a lot .. your my big brother from now onwards ...😋,0.7506,0
Damnn... you become a full SJW... sad.,-0.4767,0
this mans blinked like two times,0.3612,0
"I'll definitely take your advice on those 5 lessons. Thank you for just being who you are, a very bright student, a very honest and genuine person who is open minded and willing to help others. Given your busy schedule I doubt you'll see this but thank you for investing your time to make videos like this. 
Keep doing what your doing.",0.9117,0
"고맙띵 좋은거 알려줬딩
It means thank u :)",0.6705,0
New subscriber💛💛💛💛💛 I’ve watched your videos before but this one really spoke to me. Keep up the great work!,0.7871,0
He's got some nice eyebrows,0.4215,0
Thanks for your sharing 🙏😀,0.6908,0
John therz a long list of quesn i wanna ask u.... So could u plz give ur email... To contact,0.1477,0
You’re very wise for someone so young,0.5256,0
Nope your dorm room is awful. I have my own room plus an ensuite at Cambridge.,-0.4588,0
YOU NEED TO COLLAB WITH THIS DUDE: https://www.youtube.com/watch?v=HhZj60_nT80&t=60s,0.0,0
when u zig i zag -2018,0.0,0
we love a conscious king,0.6369,0
can we be best friends,0.8074,0
"Fan from china. I like your videos a lot. It’s short and inspiring. You seem a genuine guy. After watching your video, I bought a notebook. I was taking notes on laptops before then realising maybe handwriting would be better for retaining the information like you said. Thanks and keep posting videos.",0.9313,0
pls blink more,0.0772,0
hellooo Im from Suncoast high  school one of the best high schools in Florida sooo im a senior i want to apply but I need help with the economic side of the applications for Harvard tell me what you did plz,0.775,0
"I love your video a lot, you are awesome.",0.8519,0
"Ma brother I'm glad, thanks for your videos about how to study and manage your time, you help me a lot ma brother.",0.8225,0
After every video I watch I keep getting more and more hooked. They are amazing.,0.5859,0
"Great insightful content, took a few books from your list aswell",0.6249,0
Awesome purpose! Interesting argument that the community has a huge impact on your growth - and that applies even to places such as Harvard that people have mostly an external and uninvolved opinion about.,0.7424,0
thank you John you are so inspiring,0.7283,0
"I love this. I'm going through doubts about myself after getting to a university. The university i went to isnt one of those universities that people pick or chose. in terms of the american culture its not an ivy league school. Its one of those schools people that choose because the standard is pretty low. But ots what my mom can afford to so i have no other choice. Plus i spent my last two years of high school with better and way smarter classmates that made feel inferior and down because somehow i was less than them. They all seem for greatness. I saw it I felt it. Even the teachers knew who was meant for greatness and i wasnt one of them. 

But Thank you John Fish. This means so much to me. 

I love your channel.

It gives me hope maybe someday or somehow i'll be able to study abroad. Be sorrounded with good people. I hope so. Maybe I'll grow and have an enriching education and life. 

I sure do want that extreme growth for me

I always had this yearning thirst for knowledge but i felt like my education never really satisfied that thirst

May the future be bright",0.9501,0
"Hey mate, I'm a law student at Cambridge and your videos remind me so much of my daily struggles. Keep it up!",-0.4199,0
Love u from pak ❤,0.6369,0
"Does it not it make you angry, that blacks, Hispanics, athletes and legacy students are all afforded extra points as per superficial factors that have nothing whatsoever to do with actual academic merit and achievement?",-0.128,0
This guy is a legit legend,0.0,0
Thank you so much. I am a CS graduate and I didn't know what to do with my life.,0.3612,0
You re such an inspiration  in many ways!!,0.6103,0
man you spend so much efort in studying and youtube plus you have other things to do,0.0,0
this boi does not blink lmaoooo,0.0,0
I need to keep in mind #1 and #5,0.0,0
My techer went to harverd,0.0,0
uuuummm when you get freckles,0.0,0
are you an atheist?i think all Harvard students are,0.0,0
Amazon doesn't ship the growth book to india,-0.124,0
I got an ad for your channel on this video 🤣,0.0,0
"If you don't mind me asking, how much did you excel in high school? Do you have to be in advanced classes? And how much do you have to excel beyond your average to reach an opportunity to go to Harvard? I just feel like it is too late for me to go above and beyond with my classes, and I'm just stuck taking normal classes, freshman math 1, sophomore math 2 (me currently), etc... Thanks in advance.",0.9305,0
Hope you can write a book on self improvement in the future!!! Thank you so much! Your video is really inspiring~,0.8614,0
love your videos! They are quite inspiring and makes me really excited for college (I am a rising freshman)!,0.8903,0
"Your rule number five is spot on.  I have been to multiple universities and experienced others through children. My father always said that the difference between the elite school and the state school was that the state school had elite people but also a lot of regular, hard working kids too. It’s who you surround yourself with, how much you engage with professors and how much effort you put into it. It also depends on the area of study. Some very specific degrees are well done on universities that you don’t expect. Each school has a niche. I’ve definitely learned that admissions and happiness and then ultimate success at a school has a lot to do with the student fitting the school but also the school fitting the student. Sometimes people are so focused on the prestige of a place that they overlook the fit. Well done YouTubes! Keep it up, you are doing a terrific job.",0.9879,0
What if I don’t want to go to college because I don’t know what to major in?😫 what advice would you give me,0.0772,0
Hi john ghoti you are now one of my favorite youtubers!!!,0.5962,0
"Your videos give me life, no joke :)",0.4588,0
"Amazing video, you’re such an inspiration.",0.802,0
"When it comes to college, everybody gets the same degree. It's the relationships that really determine the value of the four years.",0.3947,2
This was actually really validating. Hearing a Harvard student feel the same way I do about balancing school and other things affirms my feelings about the value of school and how it fits into my time.,0.624,7
If I put 70% of my effort into school I probably just get 60% in tests,0.0,0
how are the ladies? never mind?,0.0,0
"I think thats all early before first semester end, but seriously its hard to do too",-0.3919,0
Found your channel when I was at an all-time low. I had just finished my freshman year at college with a 4.0 but felt deeply unsatisfied. I was pushing myself disproportionately hard when it came to school work and did not feel I was growing as a person. Your videos helped put things into perspective. Made me remember what I wanted most out of my uni experience - to learn. Ready to walk into Sophomore Year with a growth mindset. Thanks a lot :),0.8217,6
I feel like if you didn’t include the name Harvard in your thumbnail you would get 100k less views,0.3612,0
"I'm learning a lot from you, even though I'm older. Not just how you prioritize or get the maximum out of your time, but the process by which how you do things and realize things. You're a smart man and your heart's in the right place on top of that.",0.6956,0
"What a great lesson you have just told me: Harvard isn’t great, but its people are. ✨ Really appreciate your sharing.",0.9214,0
he didn’t blink for about a minute,0.0,0
"Since you're from Canada, could you do a video comparing the US and Canada? Either covering just the educational systems since you're in college or even just the people and environments. I'm from the US and considering college in Canada and would like to know the ups and downs of either place so I can be more knowledgeable in my choice",0.3612,1
"2:24 hold up, 21 hours eating? Three hours a day just to eat? Maybe I am missing something, but that does not seem like an effective way to manage your mealtime.",0.306,0
"Hi, could you share the list of books that you have read so far? Which ones you liked and why? Thank you",0.782,0
"Indeed... what's so great about a place like Harvard is its people/students; MIT is the same way. Try to take some courses at MIT, too.

John, when you have a time, try to read these books as well...
          * ""Freedom Betrayed:  Herbert Hoover's Secret History of the Second World War and Its Aftermath"" by George H. Nash, Ph.D.
          * ""The Transfer Agreement--25th Anniversary Edition: The Dramatic Story of the Pact Between the Third Reich and Jewish Palestine""
              by Edwin Black",0.6176,2
"This is the first video of yours that I have ever watched, and I can tell that you are a really kindhearted, genuine person and I'm going to be watching many more of your videos soon. Thank you",0.3612,0
Lol I didn't know Timothee Chalamet went to Harvard! Love the videos!,0.8217,0
You motivate me so much to do better in my life. ☺️ Your videos are literally gold.,0.6705,0
"Hi John, your videos are incredibly inspiring. Just discovered your channel from my recommendations feed and I'm hooked.",0.4754,0
Fav❤,0.0,0
Cute! Helpful! Productive!,0.7701,0
"You are at the right path.The father of reinforcement learning Richard Sutton has done his major in psychology and that inspired him to develop a theory to make machine intelligent, so he goes for computer science PhD",0.7351,0
are you still around campus?,0.0,0
"You're officially my #1 YouTuber and someone I deeply admire. Keep it up! You're my role model, man.",0.5697,0
Du verkar väldigt klok! Hälsningar från Sverige!,0.0,0
"You're a very inspiring person. I find it kind of odd how mature you look given your age but it makes me look forward to read more, grow more, make more of an effort to get the life I want because I see how much you've accomplished with small daily actions.",0.7543,0
Bro you not make your video always with talking. You should show some of the videos forum Harvard while speaking,0.0,0
"Seriously,you're amazing!as a person,as a Harvard student,or as a youtuber,because you can balance everything,you're optimist,and most importantly,you change people's mind,you spread possitive messages,and teach people that things aren't how they seemed to be,that they are different ways to see the same thing,and you really motivate me so much,thank you!",0.5388,0
"Sir John, you've learned this lesson early on that is.  All study and no play makes Johnnie a dull boy.",-0.3612,0
fu,-0.6908,0
"MESSAGE TO HARDWORKING HARVARD STUDENTS.....
I lived in CT for 16 years, graduated Wesleyan University, where I studied government & law, and my favorite professor was a Harvard graduate.  LET ME SHARE MY NIGHTMARE WITH YOU and I suggest you listen because your degrees will be worthless if you don't!  Many of you will find this ""BEYOND COMPREHENSION,"" just as I did for 17 years.

Upon graduating Wesleyan, I chose not to invest into law school because the market was saturated with attorneys in the late 80's & professor Robert C. Wood questioned how anyone was going to make money unless they were ""the brightest & best.""  Over the years, I watched lawyers double, triple then quadruple the cost of divorces, etc.  Eventually, they reached a threshold and some fees became controlled.  So how have so many lawyers continued to practice law in America?  Big investments (debt), egos, sense of entitlement, unwillingness to relocate, etc. led a slew of attorneys to take the low road & illegally bleed Americans.

DESPERATE DEMOCRAT LIBERAL LAWYERS HAVE BEEN KEEPING A BIG SECRET FOR DECADES!  LIBERAL ATTY'S, COPS & FED'S HAVE OPERATED AN INTERNATIONAL DRUG MAFIA FOR OVER 30 YEARS, NOW A MASSIVE DICTATORSHIP, THAT TERRORIZES LIVES & HAS CAUSED THE DEATHS OF MANY CHILDREN & ADULTS.  SOME MAFIA ATTORNEYS ARE ALSO INVOLVED IN NATIONWIDE MONEY LAUNDERING, CREDIT CARD SCAM, IDENTITY THEFT & HUMAN TRAFFICKING OPERATIONS.  

I am a victim of their illegal charade in which 22 years of my life has been stolen, my family destroyed and, at age 59, I am fighting for my life & freedom.  Five years ago, after catching the Mafia in an act, I learned that all the bizarre incidents, abuse & financial setbacks that I endured since moving to SWFL in 1996 were not bad luck or a coincidence but rather deliberately planned terrorist stunts by Liberal Mafia Thug lawyers, cops, business-owners, Fed'l agents, school officials, etc.  My life has been stolen & terrorized because Liberal Mafia FED's did not do their job for over 3 decades while collecting fat paychecks, enjoying 3-6 week vacations annually, traveling all over the world & having healthy pensions awaiting!

I WANT THESE MONSTERS IN PRISON, THUS, I SPENT THE PAST 5 YEARS (WHILE ISOLATED & ALONE FOR 3-1/2 YEARS) REVIEWING 17 YEARS OF FILES, EMAILS, CALENDARS & PHONE RECORDS AS WELL AS STUDYING & RESEARCHING FRIENDS, CLIENTS, ACQUAINTANCES & QUESTIONABLE RESIDENTS.  I WAS IMMEDIATELY SWARMED BY THE DEA, FBI & CIA AFTER I BEGAN SCREAMING TO THE POLICE & CITY MANAGER IN 2013 THAT I WAS BEING SPIED ON IN MY OWN HOME.  WITHIN 6 MONTHS, I LEARNED THE COPS WERE CORRUPT SO I BEGAN SENDING DETAILS & RESEARCH TO THE FED'S.  5 YEARS LATER, I AM STILL SWARMED EVERY TIME I STEP OUT MY DOOR (TAKING PHOTOS & DOCUMENTING EACH INCIDENT) & AM JUST WRAPPING UP MOST OF MY WORK!  While working endlessly on a Mafia project ""Bigger Than God,"" I struggle emotionally to come to grip with this nightmare.

The Terrorist Mafia Brotherhood was spearheaded by Liberal, White-Supremacist, Atheist, Chauvinist, Party-Boy Predators who have been living big in paradise (waterfront homes, homes with acreage, boats, constant parties, womanizing, etc) at the expense of others for decades by....
1)bringing in drug shipments from Mexico & islands then moving them throughout the U.S. & into Canada, 
2)laundering money from working class & rich,
3)running a nationwide credit card scam & identity theft operation to further stuff their pockets & punish those not serving the Mafia,
4)oppressing Christians & Conservatives so white party-boy drug thugs can rule America,
5)making false promises to Blacks in order to keep them in the Democrat Party so these party-boy thugs will have a majority of votes to put white supremacists in control of our Country & its' money,
6)haunting people's lives who are anti-drug & who fight or refuse to serve the Mafia (i.e. those unwilling to become a criminal),
7)dumping drugs into Black communities so they can arrest them to keep these thug party-boy lawyers & cops employed,
8)stalking women with tracking devices & via online dating sites so Mafia men can crisscross their paths & lure them into Mafia relationships,
9)hiring attractive men to spy & then have them spy on all the worthwhile women so they can't date them which keeps the better spies single & spying for decades before they figure out the dirty game,
10)supplementing contractor's incomes who move drug shipments off boats & store them in their warehouses,
11)snooping in resident's bank accounts so they know who to prey on or when you're most vulnerable,
12)using Mafia cops to scare the hell out of residents who expose the Mafia operations & so residents believe dangers exist in order to justify massive police dept's. needed for a successful Mafia operation,
13)pairing good cops with a party-boy drug-thug cop so the oblivious good cop can be watched, brainwashed, controlled & used as a disguise to residents by the thug lawyers & cops controlling a law enforcement agency,
14)elevating & paying Gays to pull nasty stunts on Christian's in order to expand the atheist Mafia drug movement,
15)isolating those who refuse to surrender to the Mafia & become a criminal by sabotaging their relationships via endless sneaky & abusive tricks,
16)punishing those who refuse to pay or contribute to the Mafia by damaging their vehicle/property, getting companies to rip them off, forcing employers to demote or fire them, etc.
17)placing druggies into all worthwhile positions within communities (these Thugs have zero interest in your qualifications if you aren't supportive of the Mafia & okay with illegal drugs),
18)hiring educated professionals so the well-disguised trusted drug Mafia can obtain their skills & then later eliminate the anti-drug professionals (your education & experience means nothing unless you surrender a hunk of your income to the Mafia),
19)isolating women & then leaving her with only one dating opportunity which is a Mafia man who has a health issue, is an alcoholic or is old,
20)maintaining an inventory of single women so that Mafia Party-Boy Drug-Thugs are never alone or have to go without sex for any length of time,
21)trafficking those who won't surrender to the Mafia & fight the Mafia by tricking them to travel out of the country to be forced into slavery,
22)getting Democrats to register Republican & study Conservatives so they can con wealthy people & get their money,
23)elevating a few ""trophy Blacks"" so that Blacks think the Democrat Party is their ticket to freedom & equality (which gives white supremacist party boys a majority vote in elections) as they dutifully serve Democratic thugs,
24)brainwashing Americans by elevating Liberal Thugs to Broadcast Fake News,
25)strategically placing Mafia Thugs throughout communities so they have a built-in family and can spy on those residents, etc, etc.

Cops, FBI & CIA agents retire in SWFL & have turned this area into a predatory playground where they can continue spying part-time to get bonus money to live big in Paradise.  The Liberal Thugs have infiltrated schools, govt, nonprofits, banks so they can snoop into resident's accounts, hospitals, police dept, sheriff's office, state atty's office, etc.  Mafia Thug Lawyers handpick candidates, including judges, counsel the police dept. & sheriff's office & control almost all businesses.  You can't make money here for any length of time unless you are a Mafia criminal or work for an employer who serves the Mafia in some capacity, otherwise, your life is terrorized.  These Liberal Lawyers relocate Druggies & criminals from all over the U.S., coddle them like they're gold & offer them protection, especially those who do the most vicious terrorizing for the Mafia when residents refuse to serve or payoff.

THIS IS GOING ON IN MANY TOWNS IN AMERICA!  COINCIDENTALLY, THE NATIONWIDE TERRORIST MAFIA PLAYS THE SAME BRAINWASHING GAME AS MSNBC, CNN & OTHER LIBERAL THUG STATIONS WHO ARE DESTROYING OUR CONSTITUTIONAL REPUBLIC & HELPING THE MAFIA OVER THROW OUR GOVERNMENT!  BLACKS HAVE BEEN USED BY THE DEMOCRATIC PARTY FOR DECADES TO ADVANCE THE LIVES OF WHITE PARTY DRUG THUGS & THE LIBERAL MAFIA ARE TRADING WOMEN LIKE PROPERTY.

I'M A PRISONER IN MY HOME, WAITING FOR THE ARREST OF THOUSANDS OF LIBERAL TRAITORS WHO ABUSED & TORTURED THE HELL OUT OF ME & MY CHILD SINCE MOVING TO PUNTA GORDA ISLES (Developed by 2 retired CIA Agents).  I IMMEDIATELY CONTACTED TRUMP'S CAMPAIGN WHEN I HEARD HE WAS RUNNING FOR PRESIDENT BECAUSE I KNEW HE WAS THE ONLY CANDIDATE THAT HAD THE SKILL & GUTS TO FIGHT THIS NATIONWIDE TERRORIST DRUG-RUNNING & MONEY-LAUNDERING MAFIA OPERATION.  ABUSIVE LIBERAL DEMOCRATS ARE SCREAMING & SHOUTING BECAUSE THEIR SHIP IS SINKING & THEIR MAFIA WILL BE DESTROYED!  SAVAGES LIVING COMFORTABLY OFF BLOOD MONEY!  TRAITORS WHO SHOULD BE CHARGED WITH TREASON!  PER QANON, OVER 40,000 SEALED INDICTMENTS RESULTING FROM THIS MAJOR U.S. INVESTIGATION.

I BEG LOGICAL LIBERALS TO PLEASE STOP HARASSING & INTIMIDATING LIBERALS WHO CHOOSE TO SUPPORT CONSERVATIVES & QUIT ENCOURAGING GANG INVOLVEMENT.  THE DEMOCRAT PARTY IS A MAFIA DRUG PARTY THAT IS DESTROYING AMERICA!",-0.9994,0
"hey man, I'm from Brazil and I'm prety sure that I've seen all of your videos. Tbh you were the main youtuber that got me started on the strive for growth, self-development, reading, setting goals and time managemment, which has kind of been changing my life, so thank you!",0.8143,0
are you Canadian? love u from Canada!!,0.6988,0
John your wisdom is well beyond your years! Is that due to reading 1 book a week? I do believe in tip #5.  You have got to surround yourself with like minded and success driven people. And Im speaking from experience. thank you John for motivating me to work hard at becoming the best version of myself.,0.9661,0
"You're one of those people who realize the luck that they possess in their lives and try to minimize taking things for granted, which certainly makes thousands of people including me, develop an everlasting respect and appreciation for you...
I wish the best for you, have a nice day or night!!",0.9722,0
i like how you changed places on every lesson that was cool,0.5859,0
"Why do you keep biting your tounge....
It's annoying 😣😣😣",-0.4019,0
Omggg as soon as I saw frankls book on mans search for meaning I got really happy. Everyone and their granny should read that book!,0.6468,0
Ill bring these to my freshmen year of college,-0.4215,0
"OK, I admit you that you're as me at studying. I like to know a bit of everything, what isn't so positive on my case. Although I don't have bad grades, I feel that like learning a bit of all makes me unfocused. And it's not all: the High School ambient doesn't help, because I feel I never search enough what I need to know :( 
So frustrating '-""",-0.4843,0
is that a lisp or your mic that's making that wheezing sound?,0.0,0
Your videos are so mesmerizing. I always learn knew things thanks to you; and that's incredible. In my opinion no other youtuber does it like you do; you have a special way of getting your message out there which is so intriguing. I really love your videos keep doing what you're doing! You're doing great!,0.9463,0
Racist school. They used to discriminate against the Jews and now they discriminate against the Asians.,-0.6124,0
"Are you studying for free there??? No way to enter Harvard when you're Russian, lmao.",0.7608,0
"Please, put subtitles in english, so I can understand better. I try so hard to listen your lessons and advices, but sometimes its hard, would be easier with subtitles. Hugs from Brazil 🇧🇷",0.8536,0
you’re so inspiring ! Loved this video a lot,0.8207,0
thank you so much for the video! It really helped me a lot and please keep up with all those inspirational videos,0.8122,0
I got a fucking PragerU ad on this video... wtf u up to Fish?,-0.5859,0
You use a Oneplus too! Cool!,0.4374,0
New favourite. I laarve you. 😭,0.0,0
"Indeed, your video is already making good impact of me. I can learn from you of studying in different university ,different country and most important-your prospect!! And it’s also the people motivating me to study in medicine.",0.8467,0
9 minute of wisdom,0.5267,0
"Wow this channel has grown so much! I remember I was subscribed at 20,000 and now you’re at a quarter million! Keep up the great work John, your channel is inspiring the youth to become great people!",0.9491,0
Kingsborough CC graduate - multi-millionaire today - Harvard is a joke,0.296,0
"This is going to sound absurd and I apologize in advance if I offend you John, or anyone else for that matter. Let me start by saying that you are a huge inspiration. Now.. I have a problem. I smoke to much weed, which in turn , kills my motivation to achieve goals.. and for some reason the fact that you look EXACTLY like my dealer (less hairy) , is actually not wanting me to smoke up .. sorry , but had to share",0.3182,0
ur videos are very inspirational🌸love u,0.0,0
That hair and those eyes!!! My lord!! AND the one sided dimple!,0.0,0
"You are great at all you do and I appreciate the person that you are, I really
Think about what you are doing beside the  vlog",0.7783,0
"Excuse me, do you happen to be a Canadian?",0.0772,0
"Love the channel, Casey neistat vibe",0.6369,0
he's so genuine and I think that's what makes him so cool,0.4572,3
are you single ; ),0.0,0
Are you Jewish,0.0,0
"I have heard that ' you are average of 5 people surrounding you', but haven't made quite a effort or give it a try. I think I should come out of my shell and start interacting with people who I admire",0.631,0
"As a final year university student, I have learned a lot from this channel. Thank you very much for the content.",0.3612,2
"So nice to see someone who cares about self and social growth, not just the accolades going to such a prestigious school will give you! Can't wait to grow together man. :)",0.8997,0
Thank you for another great content.,0.765,0
bro where can i meet u and hug u,0.4767,0
Thoughtful video!,0.4389,0
So useful!,0.54,0
Can you tell us about your books which you have used in your first year in Computer science and engineering,0.0,0
Good boy.,0.4404,1
Can you please do a video on time management??,0.3939,0
"You need to relax bro, quit taking everything so damn seriously",-0.3756,0
You are a stud,0.0,0
I hope i see you one day talking in TED talk.. 🙏🏼,0.4404,0
I remembered seeing you at CWSF in 2015!!!,0.0,0
Damn I am a new subcriber n I found ur channel is the best youtube channel!!!! Keep making videos plz,0.6083,0
My sister got a letter from Harvard and they made a typo on the letter...,0.0,2
"John, thank you so much for your videos! I had this dream to study in a big university, which seems not to be possible, but it doesn't bother me anymore. I've learned, with you, that the most important thing is to be the better person and the better researcher I can be, and that this is what makes strong those studying in Havard or in other great places.  I am really excited to work improving myself! Thank you so much!",0.9897,0
What was your GPA?,0.0,1
Read FACTFULNESS  by Hans Rosling,0.0,0
we need more people like you in this world,0.4173,0
Great advice :),0.7964,0
Absolutely love your videos and your work ethic! Much love my man!!,0.8971,0
He's really not letting us forget he goes to Harvard,0.1695,0
How much Adderall do I need to take to be as efficient as you?,0.4215,0
Are you good in maths,0.4404,0
"I am from Kazakhstan, your tips is so true. Especially, 5th",0.5598,0
what a blessing watching your videos,0.4939,0
Thank you for providing me with serious inspiration! Keep up the AMAZING videos!,0.8938,0
I’m coming to London next month I’m attending a workshop there I would love to meet you . You’re so inspiring  john fish,0.8323,0
Tbh I’m smacking that subscribe button just because your persona as a bright and optimistic person is just all around positive,0.8316,0
I’m sorry I loved the video but when you said “are you trying to feel inspired” all I could think about is “can you feel it now Mr.Krabs”,0.3182,2
Thank you!,0.4199,0
